#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3	cn_clone4	u_clone4
chr2	172250000	172500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	172250000	172500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	172500000	173000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	172500000	173000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	173250000	173500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	173250000	173500000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	173500000	174250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	173500000	174250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	174750000	176250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	174750000	176250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	176750000	177000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	176750000	177000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	177000000	177250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	177000000	177250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	177250000	177500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	177250000	177500000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	177500000	177750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr2	177500000	177750000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr2	178250000	178500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	178250000	178500000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	178500000	178750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	178500000	178750000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	179250000	179750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	179250000	179750000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	179750000	180000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	179750000	180000000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	180000000	180500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	180000000	180500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	180500000	180750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	180500000	180750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	182250000	182500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	182250000	182500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	182500000	182750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	182500000	182750000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	182750000	183250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	182750000	183250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	183250000	183500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr2	183250000	183500000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr2	183500000	184000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	183500000	184000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	184000000	184250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	184000000	184250000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	185750000	186000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	185750000	186000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	186250000	186750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	186250000	186750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	187250000	187750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	187250000	187750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	187750000	188000000	P6_DCIS	1|1	0.231405	1|0	0.388704	3|0	0.1044	4|1	0.20668	1|0	0.0688117
chr2	187750000	188000000	P6_INV	1|1	0.179193	1|0	0.463232	3|0	0.0605726	4|1	0	1|0	0.297002
chr2	188000000	188500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	188000000	188500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	189250000	189500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	189250000	189500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	189750000	190000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	189750000	190000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	190000000	190250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr2	190000000	190250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr2	190250000	190750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	190250000	190750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	190750000	191000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	190750000	191000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	191250000	192750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	191250000	192750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	192750000	193000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	192750000	193000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	196500000	197250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	196500000	197250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	197500000	198000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	197500000	198000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	198000000	198250000	P6_DCIS	1|1	0.231405	1|0	0.388704	6|0	0.1044	2|0	0.20668	2|0	0.0688117
chr2	198000000	198250000	P6_INV	1|1	0.179193	1|0	0.463232	6|0	0.0605726	2|0	0	2|0	0.297002
chr2	198250000	199000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	198250000	199000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	200000000	200250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	200000000	200250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	200500000	200750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr2	200500000	200750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr2	201250000	201750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	201250000	201750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	202000000	202250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	202000000	202250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	202500000	202750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	202500000	202750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	203750000	204000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	203750000	204000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	204000000	204250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr2	204000000	204250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr2	204250000	204750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	204250000	204750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	204750000	205000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	204750000	205000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	205750000	206500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	205750000	206500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	206750000	208000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	206750000	208000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	208250000	209500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	208250000	209500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	209750000	210000000	P6_DCIS	1|1	0.231405	1|0	0.388704	4|1	0.1044	5|1	0.20668	1|0	0.0688117
chr2	209750000	210000000	P6_INV	1|1	0.179193	1|0	0.463232	4|1	0.0605726	5|1	0	1|0	0.297002
chr2	210000000	210250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	210000000	210250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	210500000	211750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	210500000	211750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	212250000	212750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	212250000	212750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	214000000	214250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	214000000	214250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	214500000	214750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr2	214500000	214750000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr2	214750000	215250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	214750000	215250000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	215500000	216500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	215500000	216500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	216500000	216750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr2	216500000	216750000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr2	216750000	217500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	216750000	217500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	218500000	220500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	218500000	220500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	220500000	220750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	220500000	220750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr2	222250000	222500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	222250000	222500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	222750000	223750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	222750000	223750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	223750000	224000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	223750000	224000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	224250000	224500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	224250000	224500000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	224500000	225000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	224500000	225000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	226250000	226500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	226250000	226500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	227750000	229000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	227750000	229000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	230000000	230250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	230000000	230250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	230500000	232000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	230500000	232000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	232000000	232500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	232000000	232500000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	232500000	234250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	232500000	234250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	234500000	235000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	234500000	235000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	236500000	236750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	236500000	236750000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	236750000	237000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	236750000	237000000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	237250000	237500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	237250000	237500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	238250000	238500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	238250000	238500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	238750000	239500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	238750000	239500000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	240000000	240250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	240000000	240250000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	240500000	240750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	240500000	240750000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	240750000	241000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|1	0.1044	1|0	0.20668	0|0	0.0688117
chr2	240750000	241000000	P6_INV	1|1	0.179193	1|0	0.463232	0|1	0.0605726	1|0	0	0|0	0.297002
chr2	241250000	242000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|0	0.1044	0|0	0.20668	0|0	0.0688117
chr2	241250000	242000000	P6_INV	1|1	0.179193	1|0	0.463232	1|0	0.0605726	0|0	0	0|0	0.297002
chr2	242000000	242750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr2	242000000	242750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr2	242750000	243000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr2	242750000	243000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr20	1	500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	1	500000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	500000	750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	500000	750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr20	1000000	1750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	1000000	1750000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	1750000	2000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr20	1750000	2000000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr20	2250000	3250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	2250000	3250000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	3250000	3500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	3250000	3500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr20	3500000	4000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	3500000	4000000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	4000000	4250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	4000000	4250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr20	4500000	5250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	4500000	5250000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	5250000	5500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	5250000	5500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr20	5750000	6250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	5750000	6250000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	6500000	6750000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	5|1	0.20668	1|0	0.0688117
chr20	6500000	6750000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	5|1	0	1|0	0.297002
chr20	7750000	8000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	7750000	8000000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	8500000	9000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	8500000	9000000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	9250000	9750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	9250000	9750000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	10000000	10750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	10000000	10750000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	12250000	12500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr20	12250000	12500000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr20	13000000	13500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	13000000	13500000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	13500000	13750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr20	13500000	13750000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr20	13750000	14000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	13750000	14000000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	14250000	14500000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr20	14250000	14500000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr20	14500000	14750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr20	14500000	14750000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr20	15000000	15250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr20	15000000	15250000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr20	15750000	16000000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	15750000	16000000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	16250000	16750000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr20	16250000	16750000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr20	17250000	18500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
